,P0,P1
0,5.08203125,-4.12890625
1,3.927734375,-3.224609375
2,5.12109375,-4.296875
3,5.203125,-4.33984375
4,5.30859375,-4.37109375
5,4.65234375,-3.83984375
6,5.16015625,-4.296875
7,5.34765625,-4.41015625
8,5.203125,-4.2578125
9,-1.9169921875,1.994140625
10,5.28515625,-4.359375
11,5.25,-4.3984375
12,4.6328125,-3.900390625
13,5.2421875,-4.3046875
14,3.92578125,-3.251953125
15,4.30078125,-3.49609375
16,5.1171875,-4.265625
17,4.6015625,-3.6875
18,5.1015625,-4.2890625
19,5.30078125,-4.39453125
20,4.984375,-4.0546875
21,5.19921875,-4.26953125
22,5.33203125,-4.37890625
23,-3.349609375,3.509765625
24,5.3203125,-4.41015625
25,2.9453125,-2.37890625
26,5.30078125,-4.29296875
27,5.33203125,-4.34765625
28,4.6640625,-3.927734375
29,5.35546875,-4.39453125
30,5.33203125,-4.40625
31,5.25,-4.33984375
32,5.25390625,-4.32421875
33,5.33203125,-4.3984375
34,4.859375,-4.015625
35,4.25,-3.501953125
36,4.0078125,-3.236328125
37,5.33203125,-4.40234375
38,5.234375,-4.3515625
39,-3.314453125,3.490234375
40,-3.095703125,3.30859375
41,5.25,-4.359375
42,5.0234375,-4.1328125
43,5.1328125,-4.3125
44,5.2109375,-4.23046875
45,5.3203125,-4.40234375
46,5.32421875,-4.41015625
47,5.14453125,-4.26953125
48,1.6396484375,-1.423828125
49,5.328125,-4.3984375
50,5.2734375,-4.375
51,5.140625,-4.19921875
52,5.1171875,-4.13671875
53,5.29296875,-4.3046875
54,5.19140625,-4.33203125
55,4.65234375,-3.837890625
56,5.18359375,-4.33203125
57,5.3203125,-4.3671875
58,5.03125,-4.20703125
59,2.4453125,-1.9677734375
60,5.21875,-4.2109375
61,5.26953125,-4.34765625
62,5.2734375,-4.32421875
63,5.296875,-4.390625
64,5.26171875,-4.296875
65,5.203125,-4.328125
66,5.359375,-4.39453125
67,5.32421875,-4.36328125
68,5.296875,-4.3203125
69,-3.34375,3.490234375
70,5.1953125,-4.31640625
71,5.2421875,-4.3046875
72,5.11328125,-4.23046875
73,5.22265625,-4.32421875
74,5.26171875,-4.36328125
75,5.234375,-4.32421875
76,5.18359375,-4.33203125
77,5.2265625,-4.31640625
78,5.26171875,-4.3828125
79,3.189453125,-2.591796875
80,5.30078125,-4.359375
81,4.87109375,-4.0703125
82,5.3203125,-4.375
83,5.2890625,-4.390625
84,4.734375,-3.9140625
85,5.2734375,-4.39453125
86,5.28125,-4.3515625
87,5.3125,-4.37109375
88,5.32421875,-4.3671875
89,-3.033203125,3.240234375
90,5.08203125,-4.1953125
91,5.22265625,-4.29296875
92,5.265625,-4.33984375
93,5.328125,-4.41015625
94,-3.353515625,3.51171875
95,5.30078125,-4.38671875
96,5.3125,-4.390625
97,2.6484375,-2.138671875
98,5.328125,-4.39453125
99,5.23828125,-4.36328125
100,-3.361328125,3.509765625
101,5.3125,-4.3515625
102,5.18359375,-4.22265625
103,5.3515625,-4.3671875
104,3.953125,-3.26953125
105,5.26171875,-4.3671875
106,5.36328125,-4.37890625
107,-3.255859375,3.451171875
108,5.30859375,-4.37890625
109,5.32421875,-4.40234375
110,5.19140625,-4.32421875
111,5.26171875,-4.3671875
112,5.27734375,-4.359375
113,5.2734375,-4.375
114,4.94921875,-3.994140625
115,-0.300537109375,0.338623046875
116,5.26953125,-4.33203125
117,5.33203125,-4.37890625
118,5.234375,-4.359375
119,5.26953125,-4.36328125
120,4.8828125,-4.01953125
121,5.26171875,-4.34765625
122,5.3203125,-4.39453125
123,5.23828125,-4.32421875
124,5.21875,-4.359375
125,3.92578125,-3.251953125
126,5.19921875,-4.3203125
127,5.26953125,-4.37890625
128,5.2734375,-4.3671875
129,5.32421875,-4.34765625
130,5.28515625,-4.35546875
131,5.23828125,-4.3515625
132,5.234375,-4.3125
133,5.140625,-4.13671875
134,5.3359375,-4.3671875
135,5.29296875,-4.3828125
136,5.2734375,-4.359375
137,5.3125,-4.390625
138,5.00390625,-4.05859375
139,5.26953125,-4.37109375
140,5.24609375,-4.3828125
141,5.015625,-4.1796875
142,5.296875,-4.375
143,5.046875,-4.2265625
144,5.19921875,-4.33203125
145,5.140625,-4.1953125
146,5.203125,-4.30859375
147,3.189453125,-2.591796875
148,5.20703125,-4.2578125
149,5.30859375,-4.35546875
150,5.18359375,-4.27734375
151,-3.33984375,3.49609375
152,5.2734375,-4.36328125
153,5.23828125,-4.35546875
154,5.35546875,-4.390625
155,5.2578125,-4.3125
156,5.32421875,-4.3984375
157,3.953125,-3.26953125
158,5.3125,-4.3203125
159,5.2421875,-4.32421875
160,2.076171875,-1.7060546875
161,5.33984375,-4.3828125
162,5.24609375,-4.33203125
163,5.2578125,-4.37109375
164,5.16015625,-4.25
165,5.23828125,-4.31640625
166,5.08203125,-4.23046875
167,4.88671875,-4.0859375
168,5.26171875,-4.37890625
169,5.3203125,-4.40625
170,4.08203125,-3.259765625
171,5.29296875,-4.3984375
172,4.6171875,-3.869140625
173,3.15625,-2.57421875
174,5.015625,-4.0859375
175,5.28515625,-4.3359375
176,5.2734375,-4.37890625
177,5.30859375,-4.328125
178,4.95703125,-4.078125
179,3.92578125,-3.251953125
180,5.34765625,-4.38671875
181,-2.771484375,3.013671875
182,5.3671875,-4.390625
183,5.31640625,-4.37890625
184,5.22265625,-4.24609375
185,5.1015625,-4.26171875
186,3.935546875,-3.2421875
187,4.92578125,-4.1015625
188,5.33203125,-4.3828125
189,5.3125,-4.3828125
190,3.90234375,-3.205078125
191,5.1015625,-4.2890625
192,-3.37109375,3.521484375
193,-3.1171875,3.318359375
194,5.265625,-4.36328125
195,5.30859375,-4.38671875
196,-3.287109375,3.47265625
197,5.328125,-4.375
198,3.953125,-3.26953125
199,5.1171875,-4.19921875
200,-3.3359375,3.4921875
201,3.90234375,-3.205078125
202,5.29296875,-4.3515625
203,5.328125,-4.3828125
204,3.953125,-3.26953125
205,3.935546875,-3.2421875
206,5.3359375,-4.375
207,5.29296875,-4.35546875
208,5.34765625,-4.41015625
209,5.30859375,-4.3359375
210,5.30078125,-4.3828125
211,5.24609375,-4.35546875
212,5.25390625,-4.3203125
213,-3.34375,3.505859375
214,5.32421875,-4.3828125
215,5.23046875,-4.33984375
216,3.953125,-3.26953125
217,5.29296875,-4.30078125
218,5.328125,-4.39453125
219,5.27734375,-4.375
220,5.28515625,-4.37109375
221,-3.349609375,3.498046875
222,5.22265625,-4.33203125
